temperature,humidity,wind_speed,rainfall,weather_severity_score,heavy_rain,high_humidity
38.5,22.7,11.7,1.8,13.719999999999999,0,0
22.8,84.9,32.9,98.2,73.61,1,0
31.7,45.7,10.3,12.3,23.86,0,0
30.2,43.0,9.0,3.3,19.04,0,0
37.4,21.5,12.8,0.3,12.870000000000001,0,0
30.9,31.0,17.4,2.0,16.67,0,0
23.6,50.0,19.1,10.0,25.18,0,0
36.0,28.5,12.2,3.5,15.989999999999998,0,0
26.5,45.6,24.9,13.9,26.870000000000005,0,0
22.4,59.6,24.8,14.2,30.759999999999998,0,0
26.6,88.6,20.7,24.4,43.14,0,1
27.8,72.0,30.3,55.8,52.760000000000005,1,0
29.9,92.8,22.7,33.4,48.730000000000004,0,1
30.9,42.5,17.1,3.1,20.5,0,0
19.3,71.3,27.8,26.6,39.52,0,0
26.7,83.4,28.2,65.7,59.61,1,0
19.5,72.9,24.0,38.1,43.86,0,0
26.8,91.5,34.5,26.5,47.629999999999995,0,1
30.4,34.2,9.4,4.6,17.02,0,0
40.6,30.0,15.5,1.2,16.64,0,0
28.1,66.6,21.7,18.0,34.33,0,0
44.8,34.4,14.3,3.8,19.18,0,0
24.8,71.6,17.6,23.3,36.8,0,0
23.0,68.4,19.4,8.7,30.18,0,0
30.9,41.6,12.9,1.6,18.79,0,0
22.7,92.7,34.6,65.3,63.120000000000005,1,1
40.4,35.5,8.8,0.9,16.81,0,0
31.5,41.0,17.6,0.6,19.21,0,0
21.6,96.7,47.5,74.9,70.63,1,1
24.6,87.9,26.8,62.3,59.11000000000001,1,1
25.3,79.1,18.2,66.1,56.339999999999996,1,0
24.0,77.3,23.9,53.3,51.69,1,0
23.9,62.2,15.4,7.0,26.93,0,0
22.6,80.9,48.4,68.6,63.64999999999999,1,0
15.8,98.8,39.3,86.3,73.6,1,1
29.5,51.8,22.6,7.0,25.81,0,0
42.5,36.2,5.2,1.2,16.630000000000003,0,0
18.3,72.0,17.1,32.1,39.69,0,0
35.0,43.5,13.6,3.8,20.79,0,0
25.5,56.1,16.6,18.8,30.22,0,0
23.9,49.4,11.0,5.8,21.729999999999997,0,0
27.9,50.8,11.3,6.5,22.89,0,0
21.6,85.3,47.1,85.2,71.25,1,1
35.0,42.2,7.4,1.1,18.08,0,0
23.1,91.4,34.1,60.7,60.830000000000005,1,1
35.8,29.8,6.8,3.9,15.44,0,0
34.6,23.5,5.9,3.8,13.21,0,0
30.8,20.1,10.1,2.7,12.21,0,0
26.4,78.1,34.6,24.9,42.95,0,0
28.8,86.2,19.2,29.3,44.300000000000004,0,1
20.8,72.5,24.7,65.4,54.93,1,0
27.4,93.7,35.4,85.4,72.09,1,1
28.0,59.3,24.1,11.3,29.93,0,0
29.5,72.8,21.2,45.7,47.31000000000001,0,0
29.0,74.3,17.3,66.2,55.13,1,0
21.3,99.4,34.7,80.3,71.00999999999999,1,1
26.4,62.8,20.5,12.2,30.46,0,0
22.0,81.3,31.6,49.7,52.79,0,0
27.9,63.8,13.9,17.1,31.549999999999997,0,0
44.0,34.3,11.1,3.9,18.47,0,0
36.6,36.2,6.0,3.2,17.0,0,0
31.7,59.3,17.2,8.3,27.72,0,0
25.2,77.2,34.8,62.1,57.480000000000004,1,0
31.1,55.6,14.1,8.2,25.89,0,0
31.2,45.7,15.5,15.5,26.130000000000003,0,0
27.3,72.9,15.4,39.8,43.599999999999994,0,0
18.2,78.6,19.3,49.4,49.02,0,0
22.5,86.3,17.8,46.2,50.18,0,1
23.5,48.5,16.4,18.1,27.42,0,0
19.2,82.2,24.7,50.1,51.56,1,0
19.9,98.7,49.2,70.0,69.44,1,1
25.4,57.8,16.6,20.0,31.2,0,0
18.1,83.2,20.5,68.9,58.43000000000001,1,0
15.6,89.8,39.5,62.0,61.199999999999996,1,1
25.7,70.7,33.6,61.5,55.1,1,0
28.2,63.1,21.3,10.3,30.130000000000003,0,0
35.1,36.2,5.0,4.5,17.17,0,0
26.8,65.4,12.9,5.1,26.92,0,0
21.2,81.9,46.8,73.5,65.45,1,0
29.6,52.0,19.2,11.8,27.12,0,0
39.8,42.0,7.7,3.4,19.48,0,0
35.3,35.4,16.2,0.2,17.47,0,0
31.9,27.0,12.0,3.7,15.17,0,0
32.4,30.3,7.7,1.5,14.47,0,0
34.1,26.8,5.0,0.4,12.61,0,0
42.9,20.4,10.0,0.4,12.57,0,0
24.7,90.1,24.6,39.3,50.14,0,1
36.7,22.3,9.5,0.8,12.58,0,0
31.4,61.0,23.5,18.0,33.339999999999996,0,0
18.2,87.5,32.5,56.2,57.050000000000004,1,1
43.4,30.0,10.1,1.0,15.76,0,0
19.8,71.6,32.7,42.0,46.8,0,0
30.8,53.4,18.6,15.1,28.86,0,0
26.4,48.3,17.1,15.1,26.59,0,0
40.0,44.1,8.6,3.2,20.23,0,0
23.2,84.3,17.0,23.2,40.29,0,0
25.2,92.0,18.0,61.3,58.24,1,1
26.6,57.8,21.9,7.3,27.299999999999997,0,0
30.6,21.7,5.5,0.7,10.950000000000001,0,0
18.5,77.9,33.9,20.4,40.160000000000004,0,0
20.2,81.6,28.6,35.3,46.339999999999996,0,0
27.3,96.7,44.2,93.6,78.02,1,1
25.5,62.5,16.0,7.3,27.42,0,0
35.7,44.1,9.9,3.8,20.3,0,0
32.6,25.3,17.9,0.5,14.63,0,0
41.7,30.5,17.0,2.4,17.68,0,0
33.0,43.0,16.9,3.8,21.1,0,0
33.5,26.6,14.1,2.5,15.15,0,0
21.8,93.5,39.5,97.7,77.21000000000002,1,1
23.8,65.2,13.8,11.6,29.34,0,0
20.4,82.6,34.5,99.5,73.52000000000001,1,0
31.6,63.9,14.7,18.3,32.59,0,0
20.8,80.1,35.4,85.9,67.55,1,0
20.0,79.5,26.1,48.4,50.42999999999999,0,0
24.3,80.6,21.3,23.2,40.14999999999999,0,0
42.2,35.8,13.8,3.5,19.119999999999997,0,0
26.1,83.2,37.4,95.0,73.05,1,0
15.2,91.2,49.2,96.8,77.44,1,1
25.0,88.0,23.7,26.1,44.080000000000005,0,1
21.5,93.0,37.9,88.4,72.99000000000001,1,1
22.5,78.8,20.2,57.1,52.77,1,0
19.6,77.2,21.6,26.8,40.160000000000004,0,0
28.0,59.2,13.1,8.6,26.620000000000005,0,0
35.0,25.9,16.8,5.0,16.63,0,0
19.4,74.9,25.2,59.0,53.050000000000004,1,0
34.1,23.1,12.5,4.1,14.48,0,0
18.2,71.1,18.9,69.5,54.73,1,0
41.2,23.0,17.6,0.4,14.7,0,0
27.1,99.9,39.2,82.0,73.32,1,1
21.8,80.2,28.7,25.7,42.260000000000005,0,0
39.2,33.3,15.3,0.6,17.21,0,0
29.3,47.5,19.7,10.0,25.12,0,0
19.1,90.5,23.0,30.0,45.66,0,1
27.6,50.9,12.2,9.0,24.070000000000004,0,0
23.2,54.5,15.1,18.3,29.009999999999998,0,0
23.9,55.4,21.9,13.1,28.63,0,0
25.5,93.9,18.6,61.9,59.2,1,1
21.2,91.3,31.6,24.3,45.55,0,1
41.2,24.4,9.9,3.5,14.82,0,0
31.5,65.9,16.5,17.7,33.300000000000004,0,0
18.8,72.2,28.3,57.7,52.28000000000001,1,0
25.0,53.8,14.5,19.8,29.46,0,0
40.9,27.8,14.4,1.2,15.790000000000001,0,0
41.1,28.9,9.6,2.9,15.86,0,0
27.1,79.0,26.8,26.0,42.17,0,0
29.4,80.0,15.6,45.6,48.3,0,0
19.9,75.8,29.5,38.4,45.989999999999995,0,0
29.0,88.5,23.4,36.1,48.57,0,1
30.3,46.1,11.4,17.5,26.14,0,0
44.7,35.3,17.8,1.4,19.18,0,0
20.8,76.6,27.5,26.7,41.239999999999995,0,0
31.6,68.4,22.7,11.1,32.66,0,0
23.3,95.4,47.0,60.3,64.47,1,1
20.9,75.6,25.4,51.6,50.489999999999995,1,0
21.8,71.6,32.5,20.4,38.32,0,0
28.4,65.9,13.2,10.3,29.37,0,0
22.2,48.5,21.9,5.2,23.229999999999997,0,0
29.9,88.9,16.3,66.4,59.480000000000004,1,1
26.3,46.2,11.7,12.8,23.950000000000003,0,0
32.3,25.1,5.1,3.5,13.18,0,0
23.9,88.7,20.9,67.4,60.14000000000001,1,1
35.6,38.6,16.5,3.3,19.759999999999998,0,0
31.1,24.4,14.1,0.5,13.45,0,0
31.2,41.1,9.0,2.0,18.05,0,0
22.2,59.2,17.5,18.0,30.68,0,0
21.8,91.9,32.7,81.6,68.93,1,1
25.2,54.7,10.2,11.5,25.57,0,0
38.6,39.1,8.4,2.7,18.35,0,0
27.3,77.2,34.4,31.0,45.17,0,0
38.4,25.2,11.9,1.2,14.26,0,0
37.2,36.2,13.8,1.7,18.020000000000003,0,0
25.1,87.3,33.4,64.8,61.3,1,1
28.3,47.0,21.4,11.9,25.97,0,0
19.4,87.1,29.6,21.0,42.39,0,1
33.2,33.4,5.8,3.3,15.82,0,0
44.4,39.6,16.9,5.0,21.700000000000003,0,0
24.1,62.1,22.3,15.8,31.82,0,0
31.2,69.9,22.8,12.5,33.65,0,0
31.0,33.7,15.3,2.3,17.19,0,0
26.6,83.1,33.3,92.3,71.16999999999999,1,0
25.0,67.1,17.8,9.9,30.15,0,0
30.7,32.5,17.2,0.5,16.46,0,0
24.9,65.3,20.0,20.0,34.08,0,0
26.6,49.3,23.6,10.8,26.49,0,0
28.9,59.1,16.8,19.7,31.86,0,0
23.7,84.8,32.1,21.1,42.669999999999995,0,0
21.1,71.4,24.8,51.1,48.93,1,0
44.6,38.8,11.1,1.9,19.08,0,0
31.2,48.8,11.5,12.1,24.9,0,0
29.4,47.0,25.0,15.7,28.32,0,0
19.4,91.3,20.8,59.6,57.33,1,1
31.5,46.9,12.6,10.6,23.979999999999997,0,0
34.8,39.8,8.8,2.0,17.98,0,0
30.0,50.9,17.4,6.1,24.19,0,0
24.5,47.7,22.3,13.5,26.62,0,0
40.4,36.0,11.2,3.8,18.599999999999998,0,0
31.4,43.2,17.4,2.3,20.5,0,0
30.9,54.2,15.3,15.0,28.41,0,0
20.2,92.9,34.7,75.6,67.07,1,1
28.7,86.9,23.2,68.1,60.82,1,1
43.6,21.0,13.8,3.0,14.620000000000001,0,0
21.4,83.0,40.8,73.8,64.72,1,0
31.6,25.2,6.9,3.6,13.540000000000001,0,0
28.0,70.9,31.9,30.2,42.53,0,0
18.4,83.9,20.6,27.6,42.17,0,0
22.2,86.5,21.5,60.3,56.589999999999996,1,1
26.8,75.7,16.7,45.7,47.01,0,0
23.9,60.5,13.8,19.4,31.06,0,0
18.4,77.1,26.3,48.4,49.58999999999999,0,0
26.6,84.3,46.4,79.6,69.07,1,0
34.0,37.3,7.2,3.6,17.47,0,0
32.2,39.3,8.7,4.6,18.59,0,0
23.9,90.6,31.4,73.5,65.25,1,1
28.5,57.0,14.7,17.7,29.970000000000002,0,0
27.9,82.6,15.6,34.8,44.60999999999999,0,0
24.4,90.3,20.8,52.9,54.849999999999994,1,1
26.4,71.7,24.5,69.6,56.89,1,0
31.0,33.4,16.1,5.0,18.34,0,0
23.5,46.7,24.7,9.7,25.180000000000003,0,0
29.0,72.4,15.8,56.5,50.38,1,0
23.1,73.0,17.6,34.1,41.370000000000005,0,0
26.4,50.6,21.1,14.0,27.64,0,0
34.7,23.9,8.4,2.9,13.479999999999999,0,0
26.9,59.8,19.2,15.2,30.549999999999997,0,0
24.9,84.7,32.3,32.3,47.28,0,0
37.0,31.3,9.9,3.0,16.27,0,0
28.1,69.2,19.1,10.9,31.75,0,0
28.8,92.7,18.7,45.7,52.71000000000001,0,1
42.3,32.0,5.6,0.6,15.189999999999998,0,0
18.2,90.8,29.0,64.1,60.49999999999999,1,1
23.3,84.7,17.9,56.0,53.72,1,0
23.0,93.5,30.7,42.7,53.57,0,1
19.8,93.0,43.2,61.8,63.239999999999995,1,1
31.2,47.8,12.0,16.2,26.34,0,0
22.9,79.4,22.5,35.7,44.89,0,0
25.2,49.7,17.0,6.7,23.51,0,0
39.4,26.8,12.3,2.4,15.4,0,0
29.8,48.1,14.8,5.2,22.45,0,0
21.1,81.2,34.6,45.0,51.39,0,0
29.5,61.3,13.9,8.8,27.639999999999997,0,0
39.7,35.4,10.3,2.5,17.65,0,0
27.7,66.3,20.8,19.6,34.66,0,0
22.1,48.0,21.4,11.4,25.450000000000003,0,0
23.3,96.6,44.1,77.4,71.08999999999999,1,1
27.3,99.4,44.5,94.0,79.05000000000001,1,1
29.2,56.5,12.0,18.0,29.47,0,0
23.9,76.7,32.0,22.1,40.64,0,0
23.9,73.0,21.5,55.7,50.87,1,0
27.9,64.4,18.8,10.0,29.87,0,0
22.9,65.1,12.6,18.2,31.619999999999997,0,0
29.9,57.5,23.7,13.5,30.380000000000003,0,0
21.0,83.9,30.7,35.2,47.49,0,0
31.5,48.6,17.6,15.8,27.57,0,0
19.3,78.9,33.5,67.8,59.42000000000001,1,0
22.5,45.4,11.4,9.4,21.91,0,0
19.6,82.6,41.3,80.8,67.32,1,0
22.1,88.0,34.3,37.6,50.51,0,1
26.6,86.7,27.0,69.4,61.83000000000001,1,1
41.9,33.8,5.6,2.5,16.45,0,0
40.0,26.8,16.1,4.9,17.22,0,0
25.4,83.4,27.5,61.9,57.82,1,0
40.0,31.5,12.4,0.5,16.13,0,0
29.9,48.3,18.5,17.9,28.339999999999996,0,0
35.6,31.3,6.1,4.9,16.130000000000003,0,0
24.9,83.4,32.4,33.6,47.43,0,0
22.6,58.3,13.4,8.9,25.99,0,0
22.0,91.2,25.5,41.4,51.220000000000006,0,1
37.8,38.0,5.4,3.0,17.46,0,0
31.3,62.6,20.7,17.4,33.010000000000005,0,0
37.1,32.0,6.3,1.9,15.33,0,0
28.4,49.6,22.3,14.9,28.14,0,0
22.9,90.1,31.5,78.1,66.86,1,1
23.6,46.5,22.4,15.3,26.91,0,0
42.7,35.7,8.2,2.2,17.500000000000004,0,0
31.6,20.0,10.0,3.7,12.64,0,0
28.8,67.8,16.2,12.3,31.38,0,0
29.3,78.1,20.0,48.5,49.76,0,0
26.0,83.5,21.8,49.4,51.77,0,0
23.7,83.3,26.3,66.4,59.17999999999999,1,0
27.3,81.1,15.6,33.1,43.42,0,0
20.6,71.2,28.1,64.5,54.84,1,0
25.3,49.8,11.5,13.9,25.330000000000002,0,0
28.5,47.5,23.7,9.6,25.68,0,0
41.1,29.7,9.9,1.3,15.52,0,0
19.7,88.3,34.7,69.2,63.08,1,1
43.5,28.5,12.3,3.7,16.84,0,0
24.4,84.7,49.1,78.1,68.91,1,0
25.3,70.6,20.9,45.6,46.13,0,0
33.8,21.7,13.7,3.8,14.149999999999999,0,0
30.4,61.5,23.2,5.5,28.33,0,0
27.9,81.3,19.8,47.9,50.3,0,0
21.6,90.2,25.0,47.4,53.17999999999999,0,1
25.3,77.9,19.5,51.2,50.28000000000001,1,0
15.5,82.8,43.1,78.8,66.53,1,0
22.5,91.5,30.9,79.8,67.80000000000001,1,1
29.4,88.1,31.6,33.3,49.01,0,1
23.7,65.9,16.7,9.7,29.36,0,0
39.3,32.9,7.7,1.8,16.06,0,0
21.6,89.2,21.4,40.3,49.32000000000001,0,1
35.3,30.2,14.8,0.5,15.749999999999998,0,0
33.3,31.4,12.3,3.1,16.450000000000003,0,0
44.7,38.8,9.4,3.7,19.47,0,0
27.1,91.4,16.8,46.1,51.93,0,1
25.7,86.4,27.3,46.0,52.35000000000001,0,1
40.3,29.0,13.9,2.4,16.470000000000002,0,0
28.6,81.3,15.6,43.8,47.88999999999999,0,0
18.2,77.5,30.6,65.6,57.43,1,0
22.5,93.7,26.1,47.8,54.7,0,1
25.5,69.7,16.7,14.5,32.6,0,0
29.2,47.6,17.4,14.8,26.6,0,0
20.6,73.4,28.2,36.5,44.32000000000001,0,0
43.6,33.8,17.4,2.5,18.98,0,0
32.2,21.9,11.1,1.3,12.530000000000001,0,0
26.3,55.9,24.8,5.9,26.72,0,0
40.7,40.7,12.6,3.2,20.080000000000002,0,0
43.9,36.8,7.5,3.2,18.21,0,0
25.5,77.1,30.0,53.4,53.03999999999999,1,0
26.1,86.3,32.2,36.7,49.620000000000005,0,1
23.5,94.8,28.9,61.6,61.21,1,1
27.2,66.2,23.4,5.1,29.299999999999997,0,0
20.2,88.3,17.7,66.4,58.61,1,1
35.2,21.6,17.9,4.7,15.46,0,0
39.4,25.4,10.8,1.9,14.479999999999999,0,0
20.2,83.9,45.4,91.3,72.79,1,0
27.8,68.6,23.1,5.7,30.26,0,0
43.3,40.0,14.4,1.1,19.65,0,0
22.8,87.1,16.5,27.4,42.67,0,1
29.0,70.8,35.0,66.5,57.74,1,0
19.4,93.9,30.3,39.6,52.010000000000005,0,1
24.6,80.7,18.9,39.2,46.13,0,0
19.9,86.9,25.8,25.9,43.580000000000005,0,1
30.2,53.8,23.1,8.0,26.979999999999997,0,0
34.2,29.6,15.8,0.4,15.620000000000001,0,0
40.9,43.5,8.5,2.4,19.799999999999997,0,0
22.0,54.6,10.4,18.6,28.099999999999998,0,0
32.1,28.1,8.2,1.3,13.8,0,0
38.1,32.5,5.9,0.9,15.1,0,0
19.0,79.8,28.2,41.1,47.919999999999995,0,0
31.8,44.5,7.3,3.8,19.509999999999998,0,0
23.9,48.7,17.0,7.5,23.4,0,0
18.4,93.7,17.2,20.9,41.75,0,1
28.5,70.9,16.4,51.6,48.04,1,0
27.1,84.6,29.4,54.9,55.93000000000001,1,0
36.6,30.2,16.0,5.0,17.919999999999998,0,0
24.1,80.0,32.3,36.8,47.59,0,0
25.4,58.2,17.7,7.4,26.5,0,0
27.9,74.4,34.1,23.5,41.33,0,0
19.8,92.4,20.3,49.1,53.4,0,1
35.1,23.3,13.3,0.8,13.48,0,0
27.6,75.8,25.1,38.7,46.0,0,0
26.3,67.9,22.4,5.9,29.84,0,0
37.0,34.6,15.5,3.2,18.46,0,0
27.3,90.2,18.3,41.9,50.21000000000001,0,1
25.2,50.5,21.7,17.1,28.849999999999998,0,0
32.0,56.8,21.6,10.5,28.759999999999998,0,0
31.9,23.6,12.3,1.6,13.370000000000001,0,0
25.0,51.9,10.8,12.6,25.27,0,0
41.8,43.1,13.9,2.0,20.69,0,0
19.5,88.9,17.4,44.5,49.9,0,1
29.9,80.3,34.1,20.1,41.940000000000005,0,0
31.2,42.3,15.7,1.1,19.39,0,0
26.5,71.0,21.6,39.2,43.95,0,0
28.4,53.8,19.5,7.7,25.959999999999997,0,0
24.1,82.6,20.1,30.8,43.53,0,0
26.9,92.8,15.2,35.0,47.57,0,1
23.7,57.5,11.7,10.3,26.080000000000002,0,0
32.9,27.6,13.2,1.7,14.89,0,0
29.4,88.2,27.6,31.1,47.36000000000001,0,1
31.2,64.8,19.7,5.1,28.54,0,0
41.4,21.1,16.1,3.3,15.010000000000002,0,0
29.8,72.3,26.2,24.4,39.67,0,0
31.6,36.2,11.1,3.1,17.480000000000004,0,0
44.8,44.1,12.5,0.8,20.53,0,0
18.4,94.8,40.1,82.3,71.22,1,1
26.2,59.9,24.9,14.4,31.330000000000002,0,0
33.9,38.1,6.5,1.5,16.72,0,0
39.4,34.1,6.0,3.2,16.650000000000002,0,0
31.3,27.7,10.3,0.8,13.82,0,0
23.5,78.5,23.6,47.9,49.78,0,0
19.7,74.8,29.4,49.6,50.13,0,0
40.9,37.8,5.1,0.4,16.61,0,0
19.8,80.4,46.1,65.8,61.63999999999999,1,0
29.9,46.2,11.8,18.5,26.61,0,0
27.8,65.7,21.2,7.0,29.53,0,0
42.8,24.0,6.3,0.5,12.940000000000001,0,0
24.6,89.5,15.9,20.2,40.57,0,1
27.9,46.0,24.4,11.8,26.189999999999998,0,0
28.3,74.0,30.0,46.5,49.629999999999995,0,0
31.5,45.5,21.3,6.2,23.540000000000006,0,0
16.0,82.9,42.4,60.6,59.190000000000005,1,0
27.1,74.4,25.0,27.8,41.15,0,0
35.4,42.7,13.3,1.1,19.45,0,0
19.6,84.0,15.8,54.4,52.080000000000005,1,0
32.1,21.8,13.0,3.4,13.71,0,0
36.6,34.8,6.3,0.6,15.6,0,0
42.4,39.4,10.7,1.1,18.64,0,0
43.4,37.5,7.8,4.5,18.950000000000003,0,0
23.3,92.7,39.3,66.3,64.52,1,1
41.2,33.1,6.4,2.1,16.17,0,0
18.9,89.3,48.9,75.2,68.54,1,1
29.4,82.1,27.4,25.1,43.09,0,0
37.4,42.1,13.5,2.4,20.03,0,0
22.3,56.4,15.4,14.5,28.029999999999998,0,0
32.3,24.1,9.2,3.5,13.700000000000001,0,0
44.2,44.2,11.4,4.0,21.560000000000002,0,0
25.2,94.6,22.1,46.1,53.760000000000005,0,1
40.2,21.8,15.8,0.5,13.920000000000002,0,0
26.6,65.2,19.8,14.2,31.86,0,0
30.3,47.0,10.5,15.8,25.550000000000004,0,0
20.0,85.5,20.4,32.5,44.73,0,1
25.6,80.8,44.4,63.8,61.2,1,0
22.6,77.6,15.8,47.0,47.49999999999999,0,0
39.6,27.6,7.9,3.6,15.26,0,0
31.4,54.8,11.7,9.0,25.52,0,0
31.7,22.2,6.2,3.7,12.549999999999999,0,0
20.6,98.6,42.1,84.7,73.94,1,1
42.5,37.7,16.1,3.6,20.22,0,0
27.1,93.0,20.7,27.2,45.63,0,1
19.1,86.7,45.5,85.4,71.17999999999999,1,1
26.6,70.3,33.4,66.8,57.150000000000006,1,0
22.8,67.2,11.3,12.1,29.540000000000003,0,0
22.9,90.8,18.0,40.3,49.25,0,1
36.1,31.4,17.8,4.0,18.19,0,0
27.2,87.6,18.5,67.8,59.82,1,1
26.4,94.5,26.0,40.4,52.35,0,1
29.2,79.1,24.8,65.6,57.85,1,0
25.6,57.5,18.5,10.5,27.71,0,0
32.4,34.4,16.4,0.5,17.04,0,0
33.0,26.4,16.0,2.7,15.5,0,0
42.4,27.2,13.1,0.2,15.1,0,0
16.6,99.9,44.1,79.1,72.09,1,1
24.5,80.6,46.1,60.1,59.89,1,0
37.0,44.0,15.9,0.9,20.439999999999998,0,0
22.8,87.5,31.0,76.5,65.33,1,1
40.6,34.8,15.0,1.0,17.9,0,0
19.0,80.6,39.8,68.1,61.279999999999994,1,0
37.1,28.1,13.7,0.8,15.200000000000001,0,0
17.2,83.9,43.0,63.0,60.690000000000005,1,0
35.7,21.5,10.2,4.8,13.98,0,0
24.1,92.9,24.7,21.4,43.78,0,1
39.9,42.4,12.0,2.8,20.229999999999997,0,0
34.8,38.1,9.7,4.1,18.49,0,0
42.0,23.3,8.1,3.9,14.370000000000001,0,0
25.1,56.8,23.0,17.6,31.19,0,0
16.4,95.7,36.0,63.5,62.95,1,1
22.4,90.1,26.0,50.6,54.71,1,1
18.9,74.3,35.0,69.0,58.78,1,0
23.7,46.5,10.8,8.8,22.0,0,0
39.5,40.0,9.1,0.3,17.89,0,0
31.9,28.0,13.2,4.9,16.19,0,0
28.2,91.7,16.5,44.6,51.47,0,1
28.8,78.6,20.2,63.2,55.78,1,0
30.8,32.9,13.1,1.2,16.049999999999997,0,0
36.1,26.9,5.3,0.8,13.059999999999999,0,0
39.1,31.6,5.1,1.8,15.13,0,0
25.9,98.3,45.4,62.1,66.0,1,1
36.6,29.6,18.0,0.7,16.42,0,0
40.4,23.4,17.5,2.5,15.559999999999999,0,0
26.2,60.3,10.8,12.8,27.990000000000002,0,0
28.8,52.8,14.8,14.4,27.439999999999998,0,0
26.7,86.1,30.3,43.2,51.84,0,1
23.5,87.5,25.1,46.3,52.14,0,1
42.2,36.8,16.7,4.7,20.479999999999997,0,0
30.5,25.2,5.7,4.7,13.63,0,0
22.6,67.4,16.6,17.3,32.720000000000006,0,0
24.5,52.3,13.5,14.0,26.439999999999998,0,0
34.4,41.3,11.1,4.3,19.77,0,0
27.9,92.2,42.2,77.4,69.85000000000001,1,1
37.0,25.7,8.5,0.3,13.23,0,0
34.5,27.8,12.3,3.4,15.61,0,0
32.2,28.1,8.9,2.7,14.51,0,0
23.7,46.1,14.0,14.8,24.92,0,0
24.2,65.4,23.5,14.4,32.5,0,0
35.7,35.4,7.4,2.9,16.83,0,0
25.3,90.0,18.8,50.9,53.65,1,1
18.2,77.8,32.9,25.9,42.1,0,0
21.4,77.1,31.5,64.6,57.41,1,0
22.9,84.0,16.0,39.3,46.410000000000004,0,0
19.8,85.4,39.9,74.1,65.22000000000001,1,1
44.0,36.2,12.9,0.9,18.200000000000003,0,0
23.8,84.4,25.6,31.7,45.50000000000001,0,0
15.2,88.0,32.8,85.4,68.64,1,1
22.6,100.0,40.9,92.9,77.60000000000001,1,1
30.0,66.6,15.0,19.7,33.86,0,0
25.3,46.7,17.0,12.9,25.1,0,0
29.7,56.7,21.9,19.1,32.0,0,0
25.9,71.5,17.5,65.5,53.74000000000001,1,0
30.4,32.6,11.1,1.1,15.48,0,0
30.0,67.5,18.4,10.8,31.25,0,0
23.3,91.3,48.0,73.7,68.8,1,1
34.9,24.4,5.7,3.7,13.43,0,0
37.0,23.9,7.5,0.1,12.41,0,0
27.4,51.4,11.9,11.4,25.099999999999994,0,0
41.1,44.4,12.3,3.1,21.13,0,0
44.0,30.8,8.0,4.8,17.16,0,0
27.0,86.3,29.7,47.4,53.489999999999995,0,1
36.7,31.8,10.2,4.7,17.130000000000003,0,0
27.7,52.3,21.3,10.9,27.08,0,0
24.0,99.3,40.7,79.0,71.93,1,1
29.0,46.5,18.9,17.3,27.550000000000004,0,0
19.0,81.8,27.3,65.8,58.22,1,0
26.5,45.1,12.9,6.2,21.239999999999995,0,0
37.7,24.6,6.0,3.6,13.79,0,0
25.8,59.7,24.9,12.4,30.43,0,0
43.4,43.4,8.9,1.3,19.66,0,0
22.6,53.1,21.6,12.6,27.55,0,0
25.6,55.6,16.4,8.8,26.04,0,0
26.5,67.1,14.9,6.3,28.28,0,0
30.2,45.5,19.6,11.3,25.110000000000003,0,0
23.1,94.8,22.8,42.2,52.190000000000005,0,1
29.1,86.4,34.3,67.8,62.81,1,1
19.6,92.4,45.0,63.0,63.88,1,1
16.0,87.1,39.2,86.3,70.09,1,1
25.8,65.8,17.5,14.8,31.740000000000002,0,0
18.2,88.4,16.3,40.0,47.599999999999994,0,1
29.4,80.8,32.1,21.0,42.0,0,0
40.8,29.4,7.9,3.2,15.759999999999998,0,0
35.6,40.4,15.7,3.0,20.020000000000003,0,0
40.4,28.6,6.7,1.9,14.719999999999999,0,0
28.0,85.1,23.6,51.9,53.809999999999995,1,1
27.1,52.8,13.7,9.1,24.93,0,0
27.5,89.4,18.6,65.5,59.49,1,1
28.5,46.0,13.4,18.6,26.770000000000003,0,0
27.1,53.1,10.1,15.3,26.78,0,0
37.7,30.3,11.8,4.3,16.94,0,0
21.8,79.6,18.6,31.7,42.46,0,0
25.6,90.6,33.4,32.6,49.46,0,1
28.2,91.3,32.2,39.0,52.24999999999999,0,1
26.1,78.6,25.8,57.2,54.230000000000004,1,0
18.9,82.6,48.2,87.9,71.47,1,0
19.4,75.8,31.2,56.0,53.32,1,0
32.7,41.9,15.4,1.2,19.4,0,0
31.6,58.9,14.2,19.0,31.27,0,0
22.6,52.7,21.4,15.0,28.350000000000005,0,0
27.9,85.2,27.2,40.4,49.949999999999996,0,1
23.0,89.2,32.7,67.5,62.6,1,1
26.9,99.3,31.4,63.9,64.32000000000001,1,1
23.9,85.8,15.8,33.7,44.769999999999996,0,1
28.3,56.3,21.5,6.1,26.46,0,0
23.1,93.8,47.5,85.4,74.11,1,1
24.6,55.6,23.0,11.5,28.340000000000003,0,0
29.1,90.7,26.2,30.4,47.52000000000001,0,1
22.2,77.3,24.7,61.8,55.06999999999999,1,0
22.9,45.3,19.7,18.7,27.3,0,0
21.7,99.9,44.6,91.1,77.5,1,1
24.7,56.4,20.7,6.4,26.089999999999996,0,0
32.6,33.4,17.6,1.3,17.32,0,0
39.1,30.4,5.3,1.8,14.81,0,0
24.7,94.4,45.6,93.0,77.11000000000001,1,1
